condition,repeat_idx,order,segment_id,duration_s,chars,text,full_latency_ms,stt_latency_ms
extreme,0,0,rx-1789016257.289-2,8.425163984298706,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1596.8353748321533,1583.7586059933528
extreme,0,1,rx-1789016265.875-3,3.359799861907959,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1586.1802101135254,1573.1460099923424
extreme,0,2,rx-1789016269.430-4,3.356534242630005,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1602.7772426605225,1581.4238759921864
extreme,0,3,rx-1789016272.947-5,3.3597772121429443,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1628.3190250396729,1607.0135069894604
extreme,0,4,rx-1789016276.499-6,3.3597614765167236,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1590.6507968902588,1561.7536200152244
extreme,0,5,rx-1789016280.051-7,3.3597583770751953,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1618.4642314910889,1601.3569039932918
extreme,0,6,rx-1789016283.603-8,3.3277034759521484,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1616.1997318267822,1598.6394170031417
extreme,0,7,rx-1789016287.123-9,3.359726905822754,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1593.468427658081,1568.4204929857515
extreme,1,0,rx-1789016304.662-2,8.425619840621948,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1626.279592514038,1613.2614510133862
extreme,1,1,rx-1789016313.248-3,3.3598403930664062,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1611.7503643035889,1598.6646529927384
extreme,1,2,rx-1789016316.800-4,3.3596208095550537,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1616.3115501403809,1595.2406699943822
extreme,1,3,rx-1789016320.320-5,3.3597657680511475,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1636.6710662841797,1615.559309022501
extreme,1,4,rx-1789016323.872-6,3.3600223064422607,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1607.2189807891846,1578.3058819943108
extreme,1,5,rx-1789016327.424-7,3.359882354736328,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1600.7349491119385,1583.713355998043
extreme,1,6,rx-1789016330.976-8,3.3277041912078857,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1649.397850036621,1631.9985029986128
extreme,1,7,rx-1789016334.496-9,3.3599278926849365,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1585.0093364715576,1560.0708420097362
extreme,2,0,rx-1789016352.014-2,8.426053524017334,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1611.5078926086426,1598.2499259989709
extreme,2,1,rx-1789016360.600-3,3.359941005706787,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1605.9634685516357,1592.9999710060656
extreme,2,2,rx-1789016364.152-4,3.35962176322937,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1615.0281429290771,1593.9712440012954
extreme,2,3,rx-1789016367.672-5,3.3597772121429443,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1601.8431186676025,1580.792548978934
extreme,2,4,rx-1789016371.224-6,3.359832286834717,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1628.2033920288086,1599.1858640045393
extreme,2,5,rx-1789016374.776-7,3.3599250316619873,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1676.1090755462646,1658.5596420045476
extreme,2,6,rx-1789016378.328-8,3.3277459144592285,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1589.5023345947266,1572.4930150026921
extreme,2,7,rx-1789016381.848-9,3.3599629402160645,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1618.025779724121,1591.7376769939438
extreme,3,0,rx-1789016399.419-2,8.425887823104858,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1597.4671840667725,1584.4403590017464
extreme,3,1,rx-1789016408.005-3,3.3598148822784424,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1598.2797145843506,1585.2060960023664
extreme,3,2,rx-1789016411.557-4,3.359811305999756,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1593.3330059051514,1572.2730490087997
extreme,3,3,rx-1789016415.077-5,3.3598482608795166,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1596.2934494018555,1575.3104409959633
extreme,3,4,rx-1789016418.629-6,3.3597910404205322,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1633.7807178497314,1604.7649229876697
extreme,3,5,rx-1789016422.182-7,3.358989715576172,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1613.558292388916,1596.4781119837426
extreme,3,6,rx-1789016425.733-8,3.3276898860931396,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1592.130422592163,1575.0526259944309
extreme,3,7,rx-1789016429.253-9,3.359746217727661,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1619.0094947814941,1593.991845002165
extreme,4,0,rx-1789016446.771-2,8.425235986709595,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1598.7961292266846,1585.7764400134329
extreme,4,1,rx-1789016455.358-3,3.3584773540496826,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1586.9224071502686,1573.6785370099824
extreme,4,2,rx-1789016458.909-4,3.359760046005249,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1603.4355163574219,1582.1305860008579
extreme,4,3,rx-1789016462.429-5,3.359776496887207,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1588.3171558380127,1566.4766269910615
extreme,4,4,rx-1789016465.981-6,3.3597450256347656,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1615.3016090393066,1586.347600998124
extreme,4,5,rx-1789016469.533-7,3.3600008487701416,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1607.403039932251,1589.9716560088564
extreme,4,6,rx-1789016473.085-8,3.327777147293091,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1572.723150253296,1555.578402010724
extreme,4,7,rx-1789016476.605-9,3.3597822189331055,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1576.841115951538,1551.734068983933
high,0,0,rx-1789016494.044-2,8.376025199890137,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1609.1535091400146,1596.182658977341
high,0,1,rx-1789016502.934-3,3.357834815979004,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1602.0071506500244,1580.870217003394
high,0,2,rx-1789016506.836-4,3.3601322174072266,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1629.6379566192627,1612.3717069858685
high,0,3,rx-1789016510.708-5,3.3598015308380127,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1612.2725009918213,1587.2613330138847
high,0,4,rx-1789016514.612-6,3.359727144241333,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1598.0913639068604,1577.0967529970221
high,0,5,rx-1789016518.516-7,3.3282721042633057,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1593.447208404541,1564.8730550019536
high,0,6,rx-1789016522.388-8,3.3596508502960205,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1604.9578189849854,1580.0464970234316
high,0,7,rx-1789016526.292-9,3.359804391860962,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1626.3222694396973,1605.3057220124174
high,1,0,rx-1789016544.101-2,8.426000118255615,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1612.3735904693604,1599.291471997276
high,1,1,rx-1789016553.040-3,3.359926223754883,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1654.853343963623,1633.4862640069332
high,1,2,rx-1789016556.944-4,3.359468698501587,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1637.3159885406494,1620.358162006596
high,1,3,rx-1789016560.815-5,3.3598384857177734,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1603.4064292907715,1578.367112990236
high,1,4,rx-1789016564.720-6,3.3598859310150146,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1636.2268924713135,1614.990725996904
high,1,5,rx-1789016568.623-7,3.3278815746307373,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1611.9635105133057,1582.9802190128248
high,1,6,rx-1789016572.496-8,3.359837770462036,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1627.9265880584717,1602.9481930017937
high,1,7,rx-1789016576.399-9,3.3601107597351074,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1619.3349361419678,1598.0824199796189
high,2,0,rx-1789016594.183-2,8.426059007644653,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1618.3528900146484,1605.3136590053327
high,2,1,rx-1789016603.122-3,3.3596551418304443,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1613.6586666107178,1591.9868549972307
high,2,2,rx-1789016607.025-4,3.3596689701080322,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1613.563060760498,1596.4050000184216
high,2,3,rx-1789016610.897-5,3.359868049621582,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1690.3326511383057,1664.8703980026767
high,2,4,rx-1789016614.802-6,3.359623670578003,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1615.7655715942383,1594.850284018321
high,2,5,rx-1789016618.705-7,3.3277385234832764,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1620.1491355895996,1591.13961798721
high,2,6,rx-1789016622.577-8,3.3600025177001953,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1674.039602279663,1648.629532981431
high,2,7,rx-1789016626.481-9,3.3598673343658447,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1603.9700508117676,1583.030712994514
high,3,0,rx-1789016644.229-2,8.425768852233887,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1615.5540943145752,1602.451706014108
high,3,1,rx-1789016653.167-3,3.3599352836608887,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1600.2264022827148,1579.2848040000536
high,3,2,rx-1789016657.071-4,3.359945297241211,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1591.9787883758545,1574.9915099877398
high,3,3,rx-1789016660.943-5,3.359980821609497,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1650.848150253296,1625.4700720019173
high,3,4,rx-1789016664.847-6,3.359834909439087,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1625.5717277526855,1604.6086580026895
high,3,5,rx-1789016668.751-7,3.3277060985565186,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1610.4278564453125,1581.2022559985053
high,3,6,rx-1789016672.623-8,3.3599374294281006,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1635.535717010498,1610.2629250090104
high,3,7,rx-1789016676.527-9,3.359888792037964,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1598.271369934082,1577.3011450073682
high,4,0,rx-1789016694.268-2,8.376631259918213,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1596.7063903808594,1583.6452790244948
high,4,1,rx-1789016703.157-3,3.3598499298095703,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1608.1395149230957,1587.1731489896774
high,4,2,rx-1789016707.061-4,3.3597218990325928,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1617.842435836792,1600.786524999421
high,4,3,rx-1789016710.933-5,3.3599133491516113,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1613.814353942871,1588.8732699968386
high,4,4,rx-1789016714.837-6,3.360097646713257,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1607.1841716766357,1585.7499139965512
high,4,5,rx-1789016718.742-7,3.3272924423217773,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1650.1450538635254,1620.9884790005162
high,4,6,rx-1789016722.614-8,3.3592605590820312,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1615.0507926940918,1590.0163370242808
high,4,7,rx-1789016726.518-9,3.3589861392974854,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1594.8598384857178,1573.8771400065161
medium,0,0,rx-1789016744.497-2,8.426650524139404,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1652.6470184326172,1639.233330002753
medium,0,1,rx-1789016754.939-3,3.360201358795166,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1643.723487854004,1626.3732639781665
medium,0,2,rx-1789016760.315-4,3.360382318496704,34,내 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1558.8853359222412,1537.6255410083104
medium,0,3,rx-1789016765.723-5,3.3601150512695312,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1647.4828720092773,1633.7865600071382
medium,0,4,rx-1789016771.099-6,3.3601646423339844,34,내 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1605.1456928253174,1587.8097160020843
medium,0,5,rx-1789016776.507-7,3.3601701259613037,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1654.6664237976074,1625.108990992885
medium,1,0,rx-1789016795.911-2,8.37535309791565,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1616.631269454956,1603.6170970182866
medium,1,1,rx-1789016806.303-3,3.3599557876586914,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1605.8804988861084,1588.7844859971665
medium,1,2,rx-1789016811.679-4,3.3601086139678955,34,내 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1601.0961532592773,1579.5460499939509
medium,1,3,rx-1789016817.087-5,3.360103130340576,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1657.604455947876,1643.9942840079311
medium,1,4,rx-1789016822.463-6,3.3601737022399902,34,내 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1559.5064163208008,1541.9454609800596
medium,1,5,rx-1789016827.871-7,3.3601174354553223,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1647.742748260498,1618.3781889849342
medium,2,0,rx-1789016847.248-2,8.426891803741455,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1604.8414707183838,1591.8402090028394
medium,2,1,rx-1789016857.691-3,3.3601160049438477,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1600.940227508545,1583.9788960001897
medium,2,2,rx-1789016863.067-4,3.360318660736084,34,내 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1603.8846969604492,1582.6280509936623
medium,2,3,rx-1789016868.475-5,3.3602237701416016,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1622.4443912506104,1608.9851220021956
medium,2,4,rx-1789016873.851-6,3.360225200653076,34,내 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1590.7394886016846,1572.2202140023
medium,2,5,rx-1789016879.259-7,3.3632538318634033,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1643.9123153686523,1617.7480409969576
medium,3,0,rx-1789016898.640-2,8.425932884216309,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1629.7521591186523,1616.7579889879562
medium,3,1,rx-1789016909.081-3,3.3602795600891113,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1607.093095779419,1589.8877340077888
medium,3,2,rx-1789016914.458-4,3.359717607498169,34,내 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1593.6791896820068,1572.1092309977394
medium,3,3,rx-1789016919.865-5,3.360079526901245,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1659.752607345581,1646.1389150063042
medium,3,4,rx-1789016925.241-6,3.3602652549743652,34,내 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1584.3207836151123,1566.921811987413
medium,3,5,rx-1789016930.649-7,3.3602797985076904,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1635.1299285888672,1605.7896540150978
medium,4,0,rx-1789016950.065-2,8.425690650939941,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1618.6461448669434,1605.5978439981118
medium,4,1,rx-1789016960.506-3,3.3601152896881104,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1653.1352996826172,1635.8428219973575
medium,4,2,rx-1789016965.882-4,3.3601295948028564,34,내 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1594.4030284881592,1573.0009489925578
medium,4,3,rx-1789016971.290-5,3.360139846801758,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1645.9996700286865,1632.5457450002432
medium,4,4,rx-1789016976.666-6,3.3601675033569336,34,내 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1644.007682800293,1626.3332380040083
medium,4,5,rx-1789016982.074-7,3.3600785732269287,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1646.7382907867432,1617.2696159919724
low,0,0,rx-1789017001.402-2,8.426939487457275,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1579.8609256744385,1566.908123990288
low,0,1,rx-1789017016.837-3,3.3603124618530273,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1590.7599925994873,1565.9516459854785
low,0,2,rx-1789017027.237-4,3.360078811645508,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1597.3782539367676,1572.4464829836506
low,1,0,rx-1789017051.592-2,8.426554203033447,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1581.289291381836,1568.2095939991996
low,1,1,rx-1789017067.026-3,3.360114097595215,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1650.4733562469482,1625.5127330077812
low,1,2,rx-1789017077.427-4,3.3599226474761963,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1629.1146278381348,1603.5343969997484
low,2,0,rx-1789017101.800-2,8.377075672149658,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1621.3340759277344,1608.320722996723
low,2,1,rx-1789017117.185-3,3.3600757122039795,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1668.7157154083252,1643.199565995019
low,2,2,rx-1789017127.585-4,3.3600552082061768,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1619.6098327636719,1594.39508698415
low,3,0,rx-1789017151.957-2,8.375437021255493,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1651.4081954956055,1637.903182010632
low,3,1,rx-1789017167.341-3,3.35990047454834,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1627.5317668914795,1602.4942839867435
low,3,2,rx-1789017177.741-4,3.3602523803710938,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1657.9022407531738,1632.421133981552
low,4,0,rx-1789017202.152-2,8.42670750617981,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1696.3756084442139,1682.9185459937435
low,4,1,rx-1789017217.586-3,3.3602356910705566,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1633.3568096160889,1608.072697010357
low,4,2,rx-1789017227.986-4,3.360119342803955,34,네 주변 사람들이 말리고 있지만 계속 몸싸움을 하고 있습니다.,1607.2158813476562,1581.674346991349
